hg38.kgXref.geneSymbol	hg38.knownGene.chrom	hg38.knownGene.chrom.num	hg38.knownGene.strand	hg38.knownGene.dir	hg38.knownGene.txStart	hg38.knownGene.txEnd	hg38.knownGene.cdsStart	hg38.knownGene.cdsEnd	hg38.knownGene.exonCount	hg38.knownGene.exonStarts	hg38.knownGene.exonEnds	hg38.knownGene.proteinID	hg38.knownGene.alignID
IRF5	chr7	7	+	1	128947605	128950017	128947605	128947605	2	"128947605,128948209,"	"128948121,128950017,"		uc316dxj.1
IRF5	chr7	7	+	1	128938216	128947256	128938216	128938216	5	"128938216,128942070,128945844,128946500,128947229,"	"128938245,128942276,128946034,128946562,128947256,"		uc287gks.1
IRF5	chr7	7	+	1	128937939	128948832	128942081	128948818	8	"128937939,128942070,128945844,128946500,128947022,128947728,128948209,128948572,"	"128938049,128942276,128946034,128946562,128947056,128948121,128948328,128948832,"	Q13568	uc010llt.4
IRF5	chr7	7	+	1	128940671	128949388	128942081	128948818	9	"128940671,128942070,128945844,128946500,128947022,128947277,128947728,128948209,128948572,"	"128940875,128942276,128946034,128946562,128947056,128947535,128948121,128948328,128949388,"	Q13568	uc003voj.5
IRF6	chr1	1	-	0	209785691	209806162	209790981	209801413	9	"209785691,209789666,209790494,209792268,209795289,209796347,209801239,209801971,209805946,"	"209788644,209789785,209791022,209792427,209795418,209796552,209801416,209802043,209806162,"		uc315ygi.1
IRF6	chr1	1	-	0	209790737	209792714	209790737	209790737	2	"209790737,209792268,"	"209790887,209792714,"		uc057pcp.1
IRF6	chr1	1	-	0	209788249	209802041	209793151	209801413	9	"209788249,209789666,209790494,209792268,209793133,209795289,209796347,209801239,209801971,"	"209788644,209789785,209790887,209792427,209793183,209795418,209796552,209801416,209802041,"	A0A2R8YHF3	uc285hli.1
IRF6	chr1	1	-	0	209785616	209806142	209788419	209801413	9	"209785616,209789666,209790494,209792268,209795289,209796347,209801239,209801971,209805946,"	"209788644,209789785,209790887,209792427,209795418,209796552,209801416,209802043,209806142,"	O14896	uc001hhq.4
IRF6	chr1	1	-	0	209790725	209802166	209790725	209801413	6	"209790725,209792268,209795289,209796347,209801239,209801971,"	"209790887,209792427,209795418,209796552,209801416,209802166,"	B1AJU4	uc057pco.1
IRF6	chr1	1	-	0	209785622	209806175	209788419	209796441	7	"209785622,209789666,209790494,209792268,209795289,209796347,209805946,"	"209788644,209789785,209790887,209792427,209795418,209796552,209806175,"	O14896	uc010psm.2
IRF7	chr11	11	-	0	612582	615612	613995	615364	9	"612582,612998,613205,613784,613950,614475,614796,615096,615344,"	"612800,613117,613595,613865,614037,614534,615007,615259,615612,"	Q92985	uc057xiq.2
IRF7	chr11	11	-	0	612552	615252	614972	615252	9	"612552,612998,613205,613784,613950,614173,614475,614796,615096,"	"612800,613117,613595,613865,614037,614399,614534,614984,615252,"	A0A3B3ITQ5	uc285iny.1
IRF7	chr11	11	-	0	614482	615724	614482	615318	3	"614482,614796,615096,"	"614534,615007,615724,"	A0A3B3ISS4	uc285ioc.1
IRF7	chr11	11	-	0	612554	615950	612644	615364	11	"612554,612998,613205,613784,613950,614173,614475,614796,615096,615344,615912,"	"612800,613117,613595,613865,614037,614399,614534,615007,615259,615647,615950,"	Q92985	uc285ioa.1
IRF7	chr11	11	-	0	613552	614397	613552	613552	2	"613552,613784,"	"613595,614397,"		uc057xiu.1
IRF7	chr11	11	-	0	614387	615647	614387	615364	5	"614387,614475,614796,615096,615344,"	"614399,614531,615007,615259,615647,"	A0A3B3ISC0	uc285iob.1
IRF7	chr11	11	-	0	612554	615728	612644	615318	9	"612554,612998,613205,613784,613950,614173,614475,614796,615096,"	"612800,613117,613595,613865,614037,614399,614534,615007,615728,"	Q92985	uc001lqg.3
IRF7	chr11	11	-	0	612575	615728	612644	615318	8	"612575,612998,613205,613784,614173,614475,614796,615096,"	"612800,613117,613595,613865,614399,614534,615007,615728,"	M9RSF4	uc031pxz.2
IRF7	chr11	11	-	0	612587	613591	612587	612587	2	"612587,612998,"	"612800,613591,"		uc057xir.1
IRF7	chr11	11	-	0	614089	615650	614089	614089	5	"614089,614475,614796,615096,615344,"	"614399,614534,615007,615259,615650,"		uc057xix.1
IRF7	chr11	11	-	0	612590	615983	613568	615364	9	"612590,612998,613205,613784,614475,614796,615096,615344,615912,"	"612800,613117,613595,613865,614531,615007,615259,615647,615983,"	E9PIA7	uc057xit.1
IRF7	chr11	11	-	0	612590	615970	612644	615318	10	"612590,612998,613205,613784,613950,614173,614475,614796,615096,615912,"	"612800,613117,613595,613865,614037,614399,614534,615007,615647,615970,"	Q92985	uc057xis.1
IRF7	chr11	11	-	0	614008	614887	614008	614008	2	"614008,614796,"	"614534,614887,"		uc057xiw.1
IRF7	chr11	11	-	0	613821	615979	613821	613821	6	"613821,613950,614475,614796,615096,615912,"	"613865,614037,614534,615007,615647,615979,"		uc057xiv.1
IRF7	chr11	11	-	0	612554	615921	612644	615364	10	"612554,612998,613205,613784,614173,614475,614796,615096,615344,615912,"	"612800,613117,613595,613865,614399,614534,615007,615259,615647,615921,"	Q92985	uc285inz.1
IRF7	chr11	11	-	0	612560	615950	613995	615364	9	"612560,612998,613205,613784,614475,614796,615096,615344,615912,"	"612800,613117,613595,614037,614534,615007,615259,615647,615950,"	Q92985	uc057xio.1
IRF7	chr11	11	-	0	614782	615938	614782	614782	3	"614782,615344,615912,"	"615259,615647,615938,"		uc057xiy.1
IRF8	chr16	16	+	1	85902688	85909882	85903015	85909196	2	"85902688,85908989,"	"85903189,85909882,"	H3BVC2	uc002fji.4
IRF8	chr16	16	+	1	85899161	85922606	85903015	85921282	9	"85899161,85903014,85908989,85911569,85913130,85914472,85918416,85920108,85921105,"	"85899223,85903189,85909173,85911658,85913236,85914520,85918803,85920224,85922606,"	Q02556	uc002fjh.5
IRF8	chr16	16	+	1	85899115	85922606	85903015	85914487	8	"85899115,85903014,85908989,85911569,85914472,85918416,85920108,85921105,"	"85899223,85903189,85909173,85911658,85914520,85918803,85920224,85922606,"		uc315zik.1
IRF8	chr16	16	+	1	85899174	85922606	85903015	85909518	10	"85899174,85903014,85908989,85909483,85911569,85913130,85914472,85918416,85920108,85921105,"	"85899223,85903189,85909173,85910354,85911658,85913236,85914520,85918803,85920224,85922606,"		uc315zil.1
IRF8	chr16	16	+	1	85899174	85922606	85899174	85899174	9	"85899174,85903014,85908989,85909486,85913130,85914472,85918416,85920108,85921105,"	"85899223,85903189,85909173,85911658,85913236,85914520,85918807,85920224,85922606,"		uc315zim.1
IRF8	chr16	16	+	1	85902051	85922606	85903015	85921282	9	"85902051,85903014,85908989,85911569,85913130,85914472,85918416,85920108,85921105,"	"85902069,85903189,85909173,85911658,85913236,85914520,85918803,85920224,85922606,"		uc315zin.1
IRF8	chr16	16	+	1	85902966	85913042	85902966	85902966	4	"85902966,85908989,85911569,85912500,"	"85903189,85909173,85911658,85913042,"		uc315zio.1
IRF8	chr16	16	+	1	85908635	85922606	85908635	85908635	8	"85908635,85908989,85911569,85913130,85914472,85918416,85920108,85921105,"	"85908756,85909173,85911658,85913236,85914520,85918803,85920224,85922606,"		uc315ziq.1
IRF8	chr16	16	+	1	85903022	85912235	85903022	85903022	4	"85903022,85908989,85911569,85911893,"	"85903189,85909173,85911658,85912235,"		uc315zip.1
IRF8	chr16	16	+	1	85903130	85913312	85903130	85903130	4	"85903130,85908989,85911569,85913130,"	"85903189,85909173,85911658,85913312,"		uc059yaz.1
IRF8	chr16	16	+	1	85899187	85903531	85899187	85899187	2	"85899187,85903014,"	"85899223,85903531,"		uc059yaw.1
IRF8	chr16	16	+	1	85902814	85913160	85903015	85913160	5	"85902814,85903014,85908989,85911569,85913130,"	"85902867,85903189,85909173,85911658,85913160,"	H3BQH6	uc059yax.1
IRF8	chr16	16	+	1	85913973	85918489	85918427	85918489	3	"85913973,85914472,85918416,"	"85914141,85914520,85918489,"	H3BQF9	uc059ybb.1
IRF8	chr16	16	+	1	85902825	85922606	85903015	85921282	9	"85902825,85903014,85908989,85911569,85913130,85914472,85918416,85920108,85921105,"	"85902889,85903189,85909173,85911658,85913236,85914520,85918803,85920224,85922606,"	H3BT31	uc059yay.2
IRF8	chr16	16	+	1	85913825	85922600	85918427	85921282	4	"85913825,85918416,85920108,85921105,"	"85914520,85918803,85920224,85922600,"	H3BRT4	uc059ybd.2
IRF8	chr16	16	+	1	85899162	85903156	85903015	85903156	3	"85899162,85900927,85903014,"	"85899223,85901246,85903156,"	H3BQK3	uc059yav.1
IRF8	chr16	16	+	1	85899172	85922558	85903015	85921172	6	"85899172,85903014,85908989,85911569,85920108,85921105,"	"85899223,85903189,85909173,85911658,85920224,85922558,"	H3BNX4	uc059yba.2
IRF8	chr16	16	+	1	85914042	85921371	85918427	85921282	5	"85914042,85914472,85918416,85920108,85921105,"	"85914171,85914520,85918803,85920224,85921371,"	H3BPS5	uc059ybc.1
IRF9	chr14	14	+	1	24161272	24166514	24163091	24166255	9	"24161272,24162965,24163377,24163877,24164062,24164613,24165056,24165846,24166121,"	"24161338,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166514,"	H0YMB0	uc058zzc.2
IRF9	chr14	14	+	1	24163785	24166190	24163785	24163785	5	"24163785,24164613,24165056,24165846,24166121,"	"24164134,24164955,24165183,24165962,24166190,"		uc058zzn.2
IRF9	chr14	14	+	1	24161287	24166550	24162144	24166196	9	"24161287,24162143,24162965,24163377,24163877,24164062,24164586,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166550,"	H0YNP4	uc058zzi.2
IRF9	chr14	14	+	1	24161292	24166449	24161292	24161292	5	"24161292,24162143,24162965,24163377,24164062,"	"24161338,24162324,24163149,24163508,24166449,"		uc058zzh.2
IRF9	chr14	14	+	1	24161252	24166565	24161252	24161252	7	"24161252,24162143,24162965,24163377,24163877,24164062,24166121,"	"24161338,24162324,24163149,24163508,24163959,24165962,24166565,"		uc058zzp.2
IRF9	chr14	14	+	1	24161279	24166449	24161279	24161279	8	"24161279,24162143,24162965,24163377,24164062,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163959,24164134,24164955,24165962,24166449,"		uc058zzf.2
IRF9	chr14	14	+	1	24161301	24166483	24162144	24162982	8	"24161301,24162143,24162965,24163377,24163877,24164062,24165056,24166121,"	"24161338,24162280,24163149,24163508,24163959,24164955,24165962,24166483,"		uc058zzo.2
IRF9	chr14	14	+	1	24161264	24166565	24162144	24166196	9	"24161264,24162143,24162965,24163377,24163877,24164062,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"	Q00978	uc058zzb.2
IRF9	chr14	14	+	1	24161316	24163765	24162144	24162982	4	"24161316,24162143,24162965,24163377,"	"24161338,24162280,24163149,24163765,"	H0YNM9	uc058zzk.1
IRF9	chr14	14	+	1	24161765	24166520	24161765	24161765	6	"24161765,24162965,24163377,24164062,24165846,24166121,"	"24162324,24163149,24163959,24164955,24165962,24166520,"		uc058zzm.2
IRF9	chr14	14	+	1	24161289	24163281	24161289	24161289	3	"24161289,24162143,24162965,"	"24161338,24162324,24163281,"		uc058zze.1
IRF9	chr14	14	+	1	24161250	24166550	24162144	24162982	9	"24161250,24162143,24162965,24163377,24163877,24164062,24164613,24165846,24166121,"	"24161338,24162280,24163149,24163508,24163959,24164134,24164955,24165962,24166550,"	H0YNM9	uc058zzd.2
IRF9	chr14	14	+	1	24161244	24166565	24162144	24166196	8	"24161244,24162143,24162965,24163377,24163877,24164062,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24165962,24166565,"	H7BXP4	uc058zzl.2
IRF9	chr14	14	+	1	24161286	24166412	24161286	24161286	8	"24161286,24162143,24163377,24163877,24164062,24164613,24165846,24166121,"	"24161338,24163149,24163508,24163959,24164134,24164955,24165962,24166412,"		uc058zzj.2
IRF9	chr14	14	+	1	24161233	24166520	24161233	24161233	8	"24161233,24162143,24162965,24163377,24163877,24164062,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24165962,24166520,"		uc058zzg.2
IRF9	chr14	14	+	1	24161271	24166561	24162144	24166255	10	"24161271,24162143,24162965,24163377,24163877,24164062,24164613,24165053,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166561,"		uc316chh.1
IRF9	chr14	14	+	1	24161277	24166298	24161277	24161277	9	"24161277,24162143,24162965,24163377,24163877,24164062,24165056,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24165183,24165962,24166298,"		uc316chi.1
IRF9	chr14	14	+	1	24161281	24166363	24161281	24161281	7	"24161281,24162143,24162965,24163377,24163877,24164068,24166121,"	"24161338,24162324,24163149,24163508,24163959,24165962,24166363,"		uc316chj.1
IRF9	chr14	14	+	1	24161264	24166565	24161264	24161264	5	"24161264,24162143,24162965,24163377,24166121,"	"24161338,24162324,24163149,24165962,24166565,"		uc316chk.1
IRF9	chr14	14	+	1	24161307	24166534	24161307	24161307	6	"24161307,24162143,24162965,24163377,24164062,24166121,"	"24161338,24162324,24163149,24163959,24165962,24166534,"		uc316chm.1
IRF9	chr14	14	+	1	24161297	24166539	24161297	24161297	4	"24161297,24162143,24162965,24163377,"	"24161338,24162324,24163149,24166539,"		uc316chl.1
IRF9	chr14	14	+	1	24161329	24166374	24161329	24161329	9	"24161329,24162143,24162965,24163377,24163877,24164062,24165056,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24165379,24165962,24166374,"		uc316chn.1
IRF9	chr14	14	+	1	24161705	24166487	24162144	24164781	8	"24161705,24162965,24163377,24163877,24164042,24164613,24165846,24166121,"	"24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166487,"		uc316cho.1
IRF9	chr14	14	+	1	24161840	24164728	24161840	24161840	3	"24161840,24162965,24163377,"	"24162324,24163149,24164728,"		uc316chp.1
IRF9	chr14	14	+	1	24162398	24166370	24162398	24162398	7	"24162398,24162965,24163377,24163877,24164062,24165846,24166121,"	"24162570,24163149,24163508,24163959,24164955,24165962,24166370,"		uc316chq.1
IRF9	chr14	14	+	1	24162404	24166454	24162404	24162404	5	"24162404,24162965,24163377,24163877,24164062,"	"24162570,24163149,24163508,24163959,24166454,"		uc316chr.1
IRF9	chr14	14	+	1	24161254	24166311	24161254	24161254	8	"24161254,24162143,24162965,24163377,24163877,24164062,24164613,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24165962,24166311,"		uc316cip.1
IRF9	chr14	14	+	1	24161256	24166401	24162144	24166255	10	"24161256,24162143,24162965,24163377,24163883,24164062,24164613,24165056,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166401,"		uc316cjd.1
IRF9	chr14	14	+	1	24161276	24166566	24162144	24166196	9	"24161276,24162143,24163070,24163377,24163877,24164062,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166566,"		uc316cje.1
IRF9	chr14	14	+	1	24161277	24166204	24161277	24161277	3	"24161277,24162143,24163377,"	"24161338,24163149,24166204,"		uc316cjf.1
IRF9	chr14	14	+	1	24161292	24166350	24161292	24161292	8	"24161292,24162143,24163070,24163377,24163877,24164062,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24165962,24166350,"		uc316cjg.1
IRF9	chr14	14	+	1	24161299	24168043	24162144	24166196	9	"24161299,24162143,24162965,24163377,24163880,24164062,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24168043,"		uc316cjh.1
IRF9	chr14	14	+	1	24161307	24166520	24161307	24161307	7	"24161307,24162143,24162965,24163377,24163877,24164062,24164613,"	"24161338,24162324,24163149,24163508,24163959,24164134,24166520,"		uc316cji.1
IRF9	chr14	14	+	1	24161688	24166544	24161688	24161688	2	"24161688,24162143,"	"24161890,24166544,"		uc316cjk.1
IRF9	chr14	14	+	1	24161677	24166562	24162144	24166196	9	"24161677,24162143,24162965,24163377,24163883,24164062,24164613,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166562,"		uc316cjj.1
IRF9	chr14	14	+	1	24161703	24166565	24162144	24166196	9	"24161703,24162143,24162965,24163377,24163877,24164062,24164613,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316cjl.1
IRF9	chr14	14	+	1	24162918	24166561	24162918	24162918	3	"24162918,24165846,24166121,"	"24164955,24165962,24166561,"		uc316cjm.1
IRF9	chr14	14	+	1	24163125	24166497	24163125	24163125	4	"24163125,24163377,24165846,24166121,"	"24163149,24164955,24165962,24166497,"		uc316cjn.1
IRF9	chr14	14	+	1	24161267	24166565	24162144	24166196	9	"24161267,24162143,24162965,24163377,24163883,24164068,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316cjq.1
IRF9	chr14	14	+	1	24161272	24166565	24162144	24166196	8	"24161272,24162143,24162965,24163377,24163883,24164062,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24165962,24166565,"		uc316cjr.1
IRF9	chr14	14	+	1	24161290	24166371	24161290	24161290	7	"24161290,24162143,24162965,24163377,24163877,24164062,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24166371,"		uc316cjs.1
IRF9	chr14	14	+	1	24161292	24166565	24161292	24161292	6	"24161292,24162143,24162965,24163377,24163883,24166121,"	"24161338,24162324,24163149,24163508,24165962,24166565,"		uc316cju.1
IRF9	chr14	14	+	1	24161292	24166565	24162144	24162982	8	"24161292,24162143,24162965,24163377,24163877,24164062,24165846,24166121,"	"24161338,24162280,24163149,24163508,24163959,24164955,24165962,24166565,"		uc316cjt.1
IRF9	chr14	14	+	1	24161298	24166565	24162144	24166196	9	"24161298,24162143,24162965,24163377,24163877,24164068,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316cjv.1
IRF9	chr14	14	+	1	24161305	24166565	24162144	24166196	8	"24161305,24162143,24162965,24163377,24163883,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24165962,24166565,"		uc316cjw.1
IRF9	chr14	14	+	1	24161721	24166565	24162144	24164781	8	"24161721,24162143,24162965,24163377,24164062,24164613,24165846,24166121,"	"24161890,24162324,24163149,24163508,24164134,24164955,24165962,24166565,"		uc316cjx.1
IRF9	chr14	14	+	1	24161288	24166467	24162144	24163435	9	"24161288,24162143,24162965,24163382,24163880,24164062,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166467,"		uc316ckm.1
IRF9	chr14	14	+	1	24161301	24166559	24162144	24162982	8	"24161301,24162143,24162965,24163377,24163883,24164062,24165053,24166121,"	"24161338,24162280,24163149,24163508,24163959,24164955,24165962,24166559,"		uc316ckn.1
IRF9	chr14	14	+	1	24161303	24166449	24161303	24161303	8	"24161303,24162143,24162965,24163377,24163877,24164042,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164955,24165962,24166449,"		uc316cko.1
IRF9	chr14	14	+	1	24161679	24166565	24161679	24161679	9	"24161679,24162143,24162965,24163377,24163877,24164062,24165056,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164955,24165183,24165962,24166565,"		uc316ckp.1
IRF9	chr14	14	+	1	24161694	24166441	24162144	24166196	8	"24161694,24162143,24162965,24163377,24163877,24164062,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24165962,24166441,"		uc316ckq.1
IRF9	chr14	14	+	1	24161710	24166562	24162144	24166196	9	"24161710,24162143,24162965,24163377,24163880,24164062,24164613,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166562,"		uc316ckr.1
IRF9	chr14	14	+	1	24161260	24166487	24162144	24166255	10	"24161260,24162143,24162965,24163377,24163877,24164062,24164586,24165056,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166487,"		uc316cgn.1
IRF9	chr14	14	+	1	24161720	24166561	24161720	24161720	6	"24161720,24162143,24162965,24163377,24164062,24166121,"	"24161890,24162324,24163149,24163959,24165962,24166561,"		uc316cks.1
IRF9	chr14	14	+	1	24161262	24166565	24162144	24164781	9	"24161262,24162143,24162965,24163377,24163877,24164042,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316cgo.1
IRF9	chr14	14	+	1	24161729	24166547	24162144	24166255	10	"24161729,24162143,24162965,24163377,24163877,24164062,24164613,24165056,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166547,"		uc316ckt.1
IRF9	chr14	14	+	1	24161256	24166565	24162144	24166255	10	"24161256,24162143,24162965,24163377,24163877,24164062,24164613,24165056,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166565,"		uc316cgp.1
IRF9	chr14	14	+	1	24161729	24166565	24162144	24163435	9	"24161729,24162143,24162965,24163382,24163877,24164062,24164613,24165846,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316cku.1
IRF9	chr14	14	+	1	24161292	24166565	24162144	24166255	10	"24161292,24162143,24162965,24163377,24163877,24164062,24164586,24165053,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165183,24165962,24166565,"		uc316cgq.1
IRF9	chr14	14	+	1	24162626	24166459	24162626	24162626	7	"24162626,24163377,24163883,24164042,24164613,24165846,24166121,"	"24163149,24163508,24163959,24164134,24164955,24165962,24166459,"		uc316ckw.1
IRF9	chr14	14	+	1	24161752	24166561	24161752	24161752	8	"24161752,24162143,24162965,24163377,24163877,24164062,24164613,24166121,"	"24161890,24162324,24163149,24163508,24163959,24164134,24165962,24166561,"		uc316ckv.1
IRF9	chr14	14	+	1	24161276	24166565	24162144	24163435	9	"24161276,24162143,24162965,24163382,24163883,24164062,24164613,24165846,24166121,"	"24161338,24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316ckl.1
IRF9	chr14	14	+	1	24163887	24166383	24163887	24163887	3	"24163887,24164042,24166121,"	"24163959,24165962,24166383,"		uc316ckx.1
IRF9	chr14	14	+	1	24162143	24166565	24162144	24166255	8	"24162143,24162965,24163377,24163877,24164062,24164876,24165846,24166121,"	"24162324,24163149,24163508,24163959,24164134,24164955,24165962,24166565,"		uc316cnl.1
IRF9	chr14	14	+	1	24164068	24166565	24164068	24166196	4	"24164068,24164592,24165846,24166121,"	"24164134,24164955,24165962,24166565,"		uc316cnn.1
IRF9	chr14	14	+	1	24164068	24166565	24164068	24164781	4	"24164068,24164596,24165846,24166121,"	"24164134,24164955,24165962,24166565,"		uc316cnm.1
IRF9	chr14	14	+	1	24164068	24166565	24164068	24164791	4	"24164068,24164747,24165846,24166121,"	"24164134,24164955,24165962,24166565,"		uc316cno.1
IRF9	chr14	14	+	1	24164300	24166565	24164300	24164300	3	"24164300,24165846,24166121,"	"24165379,24165962,24166565,"		uc316cnp.1
IRF9	chr14	14	+	1	24164345	24166441	24164345	24164345	2	"24164345,24165056,"	"24164955,24166441,"		uc316cnq.1
IRF9	chr14	14	+	1	24164613	24166565	24164613	24165187	4	"24164613,24165056,24165846,24166121,"	"24164955,24165255,24165962,24166565,"		uc316cnr.1
ISL2	chr15	15	+	1	76337437	76338514	76337437	76337437	2	"76337437,76338251,"	"76337967,76338514,"		uc059lws.1
ISL2	chr15	15	+	1	76336807	76342388	76336883	76341189	5	"76336807,76337777,76340275,76341133,76341718,"	"76336941,76337967,76340559,76341301,76342388,"	H0YN25	uc059lwr.1
ISL2	chr15	15	+	1	76336772	76342475	76336883	76341835	6	"76336772,76337777,76338251,76340275,76341133,76341718,"	"76336941,76337967,76338514,76340559,76341301,76342475,"	Q96A47	uc002bbw.3
ISX	chr22	22	+	1	35066135	35087387	35067087	35085693	4	"35066135,35082517,35084382,35085453,"	"35067316,35082669,35084499,35087387,"	Q2M1V0	uc003anj.4
ISX	chr22	22	+	1	35066157	35087387	35067087	35085693	5	"35066157,35066751,35082517,35084382,35085453,"	"35066462,35067316,35082669,35084499,35087387,"	Q2M1V0	uc062dpr.2
JDP2	chr14	14	+	1	75428095	75445162	75428095	75428095	3	"75428095,75437897,75445089,"	"75428252,75438121,75445162,"		uc059dob.1
JDP2	chr14	14	+	1	75427715	75469798	75437920	75469475	4	"75427715,75437897,75461425,75469289,"	"75427849,75438121,75461530,75469798,"	Q8WYK2	uc010asj.4
JDP2	chr14	14	+	1	75432133	75470457	75432326	75469475	4	"75432133,75437897,75461425,75469289,"	"75432336,75438121,75461530,75470457,"	Q8WYK2	uc001xrq.4
JDP2	chr14	14	+	1	75428045	75469384	75437920	75469384	4	"75428045,75437897,75461425,75469289,"	"75428252,75438121,75461530,75469384,"	H0YKE4	uc059doa.1
JDP2	chr14	14	+	1	75428356	75474111	75437920	75469475	4	"75428356,75437897,75461425,75469289,"	"75428606,75438121,75461530,75474111,"	Q8WYK2	uc010tvc.3
JDP2	chr14	14	+	1	75427805	75445379	75427805	75427805	3	"75427805,75437897,75445089,"	"75427849,75438121,75445379,"		uc059dnz.1
JDP2	chr14	14	+	1	75428216	75472699	75437920	75469475	4	"75428216,75437897,75461425,75469289,"	"75428252,75438121,75461530,75472699,"	Q8WYK2	uc010tvb.3
JDP2	chr14	14	+	1	75428021	75474107	75437920	75469475	4	"75428021,75437897,75461425,75469289,"	"75428252,75438121,75461530,75474107,"	Q8WYK2	uc287hph.1
JUN	chr1	1	-	0	58780790	58784047	58782074	58783070	1	"58780790,"	"58784047,"	P05412	uc001cze.5
JUN	chr1	1	-	0	58776844	58784048	58782074	58783070	4	"58776844,58777519,58778560,58781562,"	"58776941,58777631,58778717,58784048,"	P05412	uc288ton.1
JUNB	chr19	19	+	1	12791485	12793315	12791771	12792815	1	"12791485,"	"12793315,"	Q5U079	uc002mvc.5
JUND	chr19	19	-	0	18279693	18281622	18280440	18281484	1	"18279693,"	"18281622,"	P17535	uc002nip.5
JUND	chr19	19	-	0	18280018	18280929	18280018	18280929	2	"18280018,18280455,"	"18280044,18280929,"	U3KPR5	uc060vps.1
KCNH2	chr7	7	-	0	150944960	150955804	150945364	150955503	11	"150944960,150946876,150947327,150947605,150948443,150948855,150950167,150950920,150951447,150952424,150955395,"	"150945514,150947054,150947514,150947878,150948543,150949049,150950420,150951120,150951835,150952853,150955804,"	Q12809	uc003wib.5
KCNH2	chr7	7	-	0	150944960	150978321	150945364	150977913	15	"150944960,150946876,150947327,150947605,150948443,150948855,150950167,150950920,150951447,150952424,150957290,150958058,150959571,150974710,150977837,"	"150945514,150947054,150947514,150947878,150948543,150949049,150950420,150951120,150951835,150952853,150957502,150958502,150959736,150974941,150978321,"	Q12809	uc003wic.5
KLF10	chr8	8	-	0	102648783	102655725	102650131	102655601	4	"102648783,102651148,102652163,102655565,"	"102650391,102652061,102652397,102655725,"	Q13118	uc011lhk.4
KLF10	chr8	8	-	0	102648785	102654375	102650131	102653472	4	"102648785,102651148,102652163,102653469,"	"102650391,102652061,102652397,102654375,"	Q13118	uc011lhj.3
KLF11	chr2	2	+	1	10043549	10054836	10043716	10052507	4	"10043549,10046149,10047649,10052226,"	"10043758,10046419,10048595,10054836,"	Q53QU8	uc002raf.2
KLF11	chr2	2	+	1	10044174	10047755	10046158	10047755	3	"10044174,10046149,10047649,"	"10044451,10046419,10047755,"	C9JM94	uc061gpp.1
KLF11	chr2	2	+	1	10042848	10047770	10046158	10047770	3	"10042848,10046149,10047649,"	"10043071,10046419,10047770,"	B5MCC4	uc061gpn.1
